,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-,NAME
8,2020-09-10,27-183,LAL,AWAY,HOU,W (+10),1,39:48,10,18,.556,0,2,.000,9,9,1.000,3,9,12,5,0,2,5,4,29,23.5,+7,Anthony Davis
9,2020-09-12,27-185,LAL,HOME,HOU,W (+23),1,34:25,4,9,.444,0,0,,5,6,.833,2,9,11,4,0,1,6,2,13,8.7,+29,Anthony Davis
10,2020-09-18,27-191,LAL,HOME,DEN,W (+12),1,32:47,12,21,.571,1,3,.333,12,15,.800,3,7,10,4,0,0,3,3,37,28.7,+15,Anthony Davis
11,2020-09-20,27-193,LAL,HOME,DEN,W (+2),1,39:18,11,23,.478,2,4,.500,7,7,1.000,2,7,9,2,1,2,1,4,31,24.0,+8,Anthony Davis
12,2020-09-22,27-195,LAL,AWAY,DEN,L (-8),1,42:48,9,17,.529,0,4,.000,9,10,.900,0,2,2,1,1,0,3,4,27,16.0,+4,Anthony Davis
13,2020-09-24,27-197,LAL,AWAY,DEN,W (+6),1,40:31,10,15,.667,1,3,.333,13,14,.929,1,4,5,3,3,0,3,2,34,30.3,+1,Anthony Davis
14,2020-09-26,27-199,LAL,HOME,DEN,W (+10),1,34:43,8,16,.500,2,4,.500,9,9,1.000,0,5,5,3,2,1,1,3,27,23.1,-1,Anthony Davis
15,2020-09-30,27-203,LAL,HOME,MIA,W (+18),1,38:04,11,21,.524,2,4,.500,10,10,1.000,3,6,9,5,0,3,1,1,34,31.8,+23,Anthony Davis
16,2020-10-02,27-205,LAL,HOME,MIA,W (+10),1,39:33,15,20,.750,1,1,1.000,1,1,1.000,8,6,14,1,1,0,3,4,32,28.5,+10,Anthony Davis
17,2020-10-04,27-207,LAL,AWAY,MIA,L (-11),1,32:58,6,9,.667,1,2,.500,2,2,1.000,2,3,5,3,2,0,5,4,15,10.9,-26,Anthony Davis
18,2020-10-06,27-209,LAL,AWAY,MIA,W (+6),1,41:31,8,16,.500,2,4,.500,4,4,1.000,0,9,9,4,1,4,2,2,22,20.5,+17,Anthony Davis
19,2020-10-09,27-212,LAL,HOME,MIA,L (-3),1,42:13,9,15,.600,2,5,.400,8,8,1.000,3,9,12,3,3,3,2,3,28,29.9,+7,Anthony Davis
21,2020-10-11,27-214,LAL,AWAY,MIA,W (+13),1,35:06,7,17,.412,0,3,.000,5,7,.714,4,11,15,3,1,2,3,4,19,15.1,+18,Anthony Davis
1,2020-08-20,35-041,LAL,HOME,POR,W (+23),0,7:32,0,2,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,1,0,-1.2,-8,Jared Dudley
3,2020-08-24,35-045,LAL,AWAY,POR,W (+20),0,6:41,0,0,,0,0,,0,0,,0,0,0,0,3,0,1,0,0,2.0,-6,Jared Dudley
4,2020-08-29,35-050,LAL,HOME,POR,W (+9),0,1:20,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-6,Jared Dudley
5,2020-09-04,35-056,LAL,HOME,HOU,L (-15),0,2:45,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-1.4,0,Jared Dudley
9,2020-09-12,35-064,LAL,HOME,HOU,W (+23),0,5:31,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-4,Jared Dudley
10,2020-09-18,35-070,LAL,HOME,DEN,W (+12),0,4:08,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,1.0,-9,Jared Dudley
15,2020-09-30,35-082,LAL,HOME,MIA,W (+18),0,1:23,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0,0.7,+1,Jared Dudley
17,2020-10-04,35-086,LAL,AWAY,MIA,L (-11),0,0:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,,Jared Dudley
21,2020-10-11,35-093,LAL,AWAY,MIA,W (+13),0,1:27,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-4,Jared Dudley
0,2020-08-18,33-057,LAL,HOME,POR,L (-7),1,23:44,4,12,.333,2,8,.250,0,0,,0,2,2,0,1,0,0,5,10,2.8,-20,Danny Green
1,2020-08-20,33-059,LAL,HOME,POR,W (+23),1,21:43,1,6,.167,1,4,.250,0,0,,0,2,2,1,4,0,1,3,3,2.3,+21,Danny Green
2,2020-08-22,33-061,LAL,AWAY,POR,W (+8),1,31:48,3,8,.375,2,4,.500,0,0,,2,2,4,1,0,2,0,1,8,7.3,+7,Danny Green
3,2020-08-24,33-063,LAL,AWAY,POR,W (+20),1,25:20,5,8,.625,3,4,.750,1,3,.333,4,0,4,1,1,2,2,2,14,12.7,+29,Danny Green
4,2020-08-29,33-068,LAL,HOME,POR,W (+9),1,31:31,2,8,.250,1,6,.167,0,0,,0,2,2,3,1,2,2,3,5,2.1,+17,Danny Green
5,2020-09-04,33-074,LAL,HOME,HOU,L (-15),1,28:25,4,12,.333,2,7,.286,0,0,,1,1,2,0,0,1,0,1,10,4.5,-3,Danny Green
6,2020-09-06,33-076,LAL,HOME,HOU,W (+8),1,30:48,3,6,.500,3,5,.600,0,0,,0,2,2,3,0,0,0,3,9,7.5,-10,Danny Green
7,2020-09-08,33-078,LAL,AWAY,HOU,W (+10),1,21:53,1,5,.200,0,3,.000,0,0,,3,3,6,1,1,0,0,1,2,3.2,+2,Danny Green
8,2020-09-10,33-080,LAL,AWAY,HOU,W (+10),1,25:41,4,9,.444,2,5,.400,0,0,,3,1,4,3,1,0,0,3,10,9.6,+10,Danny Green
9,2020-09-12,33-082,LAL,HOME,HOU,W (+23),1,25:09,4,6,.667,4,6,.667,2,3,.667,1,3,4,1,0,0,1,3,14,11.1,+35,Danny Green
10,2020-09-18,33-088,LAL,HOME,DEN,W (+12),1,23:26,3,10,.300,1,4,.250,1,1,1.000,2,3,5,1,2,1,0,3,8,6.7,+20,Danny Green
11,2020-09-20,33-090,LAL,HOME,DEN,W (+2),1,28:17,4,14,.286,3,10,.300,0,0,,3,2,5,1,3,1,1,1,11,8.5,+10,Danny Green
12,2020-09-22,33-092,LAL,AWAY,DEN,L (-8),1,20:09,1,4,.250,1,3,.333,1,2,.500,1,3,4,1,0,0,0,4,4,1.9,-3,Danny Green
13,2020-09-24,33-094,LAL,AWAY,DEN,W (+6),1,21:14,1,6,.167,1,4,.250,0,0,,1,2,3,0,0,0,0,3,3,-0.7,+12,Danny Green
14,2020-09-26,33-096,LAL,HOME,DEN,W (+10),1,28:06,3,7,.429,2,4,.500,3,4,.750,0,0,0,2,0,2,0,1,11,9.3,+6,Danny Green
15,2020-09-30,33-100,LAL,HOME,MIA,W (+18),1,29:32,4,9,.444,3,8,.375,0,0,,0,4,4,1,2,3,2,1,11,9.9,+21,Danny Green
16,2020-10-02,33-102,LAL,HOME,MIA,W (+10),1,22:07,1,8,.125,1,8,.125,0,0,,1,1,2,2,2,0,0,1,3,1.8,+4,Danny Green
17,2020-10-04,33-104,LAL,AWAY,MIA,L (-11),1,16:40,0,6,.000,0,4,.000,2,2,1.000,0,3,3,1,0,0,1,3,2,-2.8,-15,Danny Green
18,2020-10-06,33-106,LAL,AWAY,MIA,W (+6),1,20:50,4,8,.500,2,6,.333,0,0,,1,1,2,1,2,0,1,1,10,8.3,+5,Danny Green
19,2020-10-09,33-109,LAL,HOME,MIA,L (-3),1,23:46,3,8,.375,2,5,.400,0,0,,0,1,1,1,0,1,1,3,8,3.1,+12,Danny Green
21,2020-10-11,33-111,LAL,AWAY,MIA,W (+13),1,24:34,4,10,.400,3,7,.429,0,0,,2,3,5,1,0,1,0,2,11,8.5,+5,Danny Green
0,2020-08-18,34-254,LAL,HOME,POR,L (-7),0,14:42,2,5,.400,0,0,,0,0,,4,1,5,1,1,0,1,5,4,3.1,+7,Dwight Howard
1,2020-08-20,34-256,LAL,HOME,POR,W (+23),0,18:49,4,5,.800,0,0,,1,2,.500,1,4,5,0,0,1,0,5,9,7.3,-7,Dwight Howard
2,2020-08-22,34-258,LAL,AWAY,POR,W (+8),0,16:59,2,3,.667,0,0,,1,2,.500,2,8,10,1,0,0,2,3,5,4.6,-2,Dwight Howard
3,2020-08-24,34-260,LAL,AWAY,POR,W (+20),0,24:16,5,7,.714,0,1,.000,3,6,.500,4,4,8,2,0,0,1,5,13,11.3,-4,Dwight Howard
4,2020-08-29,34-265,LAL,HOME,POR,W (+9),0,19:34,5,9,.556,0,0,,1,1,1.000,4,2,6,0,0,0,1,0,11,9.1,-11,Dwight Howard
5,2020-09-04,34-271,LAL,HOME,HOU,L (-15),0,11:09,0,1,.000,0,0,,1,2,.500,1,3,4,0,1,0,0,2,1,1.7,-8,Dwight Howard
9,2020-09-12,34-279,LAL,HOME,HOU,W (+23),0,4:30,0,0,,0,0,,3,6,.500,0,2,2,0,0,0,1,2,3,0.6,-6,Dwight Howard
10,2020-09-18,34-285,LAL,HOME,DEN,W (+12),0,16:26,4,5,.800,0,0,,5,8,.625,1,2,3,0,2,2,2,4,13,11.0,+14,Dwight Howard
11,2020-09-20,34-287,LAL,HOME,DEN,W (+2),0,12:46,1,1,1.000,0,0,,1,1,1.000,0,2,2,0,1,0,0,5,3,2.3,+10,Dwight Howard
12,2020-09-22,34-289,LAL,AWAY,DEN,L (-8),0,14:04,2,3,.667,0,0,,0,1,.000,1,0,1,0,1,1,1,4,4,2.1,-1,Dwight Howard
13,2020-09-24,34-291,LAL,AWAY,DEN,W (+6),1,22:37,5,6,.833,0,0,,2,3,.667,6,5,11,1,1,0,0,2,12,16.0,+7,Dwight Howard
14,2020-09-26,34-293,LAL,HOME,DEN,W (+10),1,35:09,3,4,.750,0,0,,3,6,.500,2,7,9,0,0,2,2,5,9,7.1,+12,Dwight Howard
15,2020-09-30,34-297,LAL,HOME,MIA,W (+18),1,14:55,0,0,,0,0,,2,2,1.000,1,7,8,2,0,0,1,3,2,4.0,-2,Dwight Howard
16,2020-10-02,34-299,LAL,HOME,MIA,W (+10),1,17:11,3,3,1.000,0,0,,0,3,.000,0,2,2,1,0,2,0,4,6,5.0,+5,Dwight Howard
17,2020-10-04,34-301,LAL,AWAY,MIA,L (-11),1,14:32,2,2,1.000,0,0,,0,0,,2,1,3,1,1,0,1,2,4,5.0,-15,Dwight Howard
18,2020-10-06,34-303,LAL,AWAY,MIA,W (+6),1,7:49,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,2,1,0,-2.1,+3,Dwight Howard
19,2020-10-09,34-306,LAL,HOME,MIA,L (-3),1,15:25,0,1,.000,0,0,,2,2,1.000,2,0,2,0,0,0,1,3,2,0.5,-3,Dwight Howard
21,2020-10-11,34-308,LAL,AWAY,MIA,W (+13),0,1:06,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,2.7,-4,Dwight Howard
0,2020-08-18,35-232,LAL,HOME,POR,L (-7),1,41:03,9,20,.450,1,5,.200,4,7,.571,2,15,17,16,1,0,4,1,23,25.1,-3,LeBron James
1,2020-08-20,35-234,LAL,HOME,POR,W (+23),1,26:41,4,11,.364,0,3,.000,2,2,1.000,0,6,6,7,2,0,6,1,10,6.2,+23,LeBron James
2,2020-08-22,35-236,LAL,AWAY,POR,W (+8),1,34:29,11,18,.611,4,8,.500,12,17,.706,1,11,12,8,2,0,8,3,38,30.2,+2,LeBron James
3,2020-08-24,35-238,LAL,AWAY,POR,W (+20),1,28:18,10,12,.833,4,5,.800,6,8,.750,1,5,6,10,0,1,2,2,30,31.9,+17,LeBron James
4,2020-08-29,35-243,LAL,HOME,POR,W (+9),1,33:52,14,19,.737,4,7,.571,4,4,1.000,0,10,10,10,1,1,5,1,36,34.6,+20,LeBron James
5,2020-09-04,35-249,LAL,HOME,HOU,L (-15),1,36:34,7,15,.467,2,7,.286,4,5,.800,1,7,8,7,0,2,4,2,20,16.2,-15,LeBron James
6,2020-09-06,35-251,LAL,HOME,HOU,W (+8),1,39:16,10,17,.588,1,5,.200,7,10,.700,0,11,11,9,4,2,7,3,28,25.7,+15,LeBron James
7,2020-09-08,35-253,LAL,AWAY,HOU,W (+10),1,37:31,13,23,.565,4,9,.444,6,10,.600,0,7,7,5,1,4,2,1,36,30.5,+8,LeBron James
8,2020-09-10,35-255,LAL,AWAY,HOU,W (+10),1,33:45,7,17,.412,0,5,.000,2,3,.667,1,14,15,9,3,0,4,2,16,15.9,+15,LeBron James
9,2020-09-12,35-257,LAL,HOME,HOU,W (+23),1,30:48,9,18,.500,3,8,.375,8,10,.800,2,9,11,7,2,1,4,2,29,26.1,+19,LeBron James
10,2020-09-18,35-263,LAL,HOME,DEN,W (+12),1,30:54,6,11,.545,0,2,.000,3,4,.750,1,5,6,12,0,0,3,2,15,16.1,+15,LeBron James
11,2020-09-20,35-265,LAL,HOME,DEN,W (+2),1,36:25,10,20,.500,3,8,.375,3,4,.750,2,9,11,4,0,2,6,2,26,17.1,-9,LeBron James
12,2020-09-22,35-267,LAL,AWAY,DEN,L (-8),1,37:15,14,23,.609,1,4,.250,1,2,.500,1,9,10,11,2,2,6,1,30,27.2,+2,LeBron James
13,2020-09-24,35-269,LAL,AWAY,DEN,W (+6),1,38:21,7,18,.389,1,3,.333,11,14,.786,1,8,9,8,0,0,0,2,26,22.9,+8,LeBron James
14,2020-09-26,35-271,LAL,HOME,DEN,W (+10),1,40:01,15,25,.600,1,4,.250,7,8,.875,3,13,16,10,1,0,2,2,38,37.3,+12,LeBron James
15,2020-09-30,35-275,LAL,HOME,MIA,W (+18),1,36:24,9,17,.529,2,4,.500,5,6,.833,1,12,13,9,1,0,2,3,25,24.7,+10,LeBron James
16,2020-10-02,35-277,LAL,HOME,MIA,W (+10),1,39:09,14,25,.560,3,8,.375,2,5,.400,2,7,9,9,1,1,0,2,33,30.6,+7,LeBron James
17,2020-10-04,35-279,LAL,AWAY,MIA,L (-11),1,39:13,9,16,.563,1,5,.200,6,9,.667,1,9,10,8,0,2,8,2,25,17.8,-4,LeBron James
18,2020-10-06,35-281,LAL,AWAY,MIA,W (+6),1,38:38,8,16,.500,2,5,.400,10,12,.833,2,10,12,8,1,0,6,2,28,23.4,-2,LeBron James
19,2020-10-09,35-284,LAL,HOME,MIA,L (-3),1,41:51,15,21,.714,6,9,.667,4,6,.667,3,10,13,7,3,0,4,1,40,39.1,+7,LeBron James
21,2020-10-11,35-286,LAL,AWAY,MIA,W (+13),1,41:13,13,20,.650,1,5,.200,1,4,.250,3,11,14,10,1,0,1,3,28,29.2,+18,LeBron James
0,2020-08-18,25-025,LAL,HOME,POR,L (-7),0,30:19,5,14,.357,1,5,.200,3,4,.750,1,7,8,0,0,1,0,2,14,8.5,+5,Kyle Kuzma
1,2020-08-20,25-027,LAL,HOME,POR,W (+23),0,20:54,2,6,.333,1,2,.500,2,2,1.000,0,3,3,1,0,0,0,1,7,4.8,+16,Kyle Kuzma
2,2020-08-22,25-029,LAL,AWAY,POR,W (+8),0,22:57,2,6,.333,0,3,.000,3,4,.750,1,5,6,0,1,0,2,3,7,3.2,+6,Kyle Kuzma
3,2020-08-24,25-031,LAL,AWAY,POR,W (+20),0,21:35,6,12,.500,5,9,.556,1,1,1.000,0,2,2,2,0,0,1,1,18,12.6,+2,Kyle Kuzma
4,2020-08-29,25-036,LAL,HOME,POR,W (+9),0,25:25,3,12,.250,0,4,.000,2,4,.500,1,2,3,1,1,1,0,5,8,1.7,+7,Kyle Kuzma
5,2020-09-04,25-042,LAL,HOME,HOU,L (-15),0,28:10,3,9,.333,1,4,.250,1,2,.500,1,1,2,1,0,0,0,4,8,2.6,-21,Kyle Kuzma
6,2020-09-06,25-044,LAL,HOME,HOU,W (+8),0,20:48,6,7,.857,1,1,1.000,0,0,,4,2,6,0,1,1,2,3,13,12.4,+8,Kyle Kuzma
7,2020-09-08,25-046,LAL,AWAY,HOU,W (+10),0,24:23,7,10,.700,0,2,.000,0,0,,1,2,3,0,1,1,0,2,14,12.0,+7,Kyle Kuzma
8,2020-09-10,25-048,LAL,AWAY,HOU,W (+10),0,22:23,2,6,.333,0,1,.000,0,0,,0,0,0,3,0,0,1,2,4,0.9,0,Kyle Kuzma
9,2020-09-12,25-050,LAL,HOME,HOU,W (+23),0,26:49,5,9,.556,3,6,.500,4,4,1.000,0,4,4,2,0,1,1,2,17,14.2,-3,Kyle Kuzma
10,2020-09-18,25-056,LAL,HOME,DEN,W (+12),0,24:25,5,8,.625,1,2,.500,0,0,,2,2,4,0,0,0,1,2,11,7.6,-9,Kyle Kuzma
11,2020-09-20,25-058,LAL,HOME,DEN,W (+2),0,20:57,3,7,.429,0,3,.000,2,2,1.000,1,2,3,1,0,0,4,4,8,0.7,-2,Kyle Kuzma
12,2020-09-22,25-060,LAL,AWAY,DEN,L (-8),0,26:01,4,7,.571,1,2,.500,2,3,.667,0,1,1,1,0,0,1,1,11,6.9,-3,Kyle Kuzma
13,2020-09-24,25-062,LAL,AWAY,DEN,W (+6),0,18:30,4,11,.364,2,7,.286,0,0,,0,0,0,1,1,0,1,1,10,4.2,0,Kyle Kuzma
14,2020-09-26,25-064,LAL,HOME,DEN,W (+10),0,20:44,3,7,.429,1,3,.333,1,1,1.000,0,3,3,1,0,1,0,3,8,5.4,0,Kyle Kuzma
15,2020-09-30,25-068,LAL,HOME,MIA,W (+18),0,22:04,1,7,.143,1,4,.250,0,0,,2,6,8,2,1,0,1,2,3,2.3,+11,Kyle Kuzma
16,2020-10-02,25-070,LAL,HOME,MIA,W (+10),0,21:40,3,8,.375,2,6,.333,3,3,1.000,1,1,2,1,0,0,3,1,11,4.9,+5,Kyle Kuzma
17,2020-10-04,25-072,LAL,AWAY,MIA,L (-11),0,22:55,6,13,.462,4,8,.500,3,3,1.000,2,1,3,0,0,0,1,3,19,11.8,+6,Kyle Kuzma
18,2020-10-06,25-074,LAL,AWAY,MIA,W (+6),0,19:00,3,6,.500,2,5,.400,1,2,.500,0,2,2,0,0,0,1,2,9,4.4,-4,Kyle Kuzma
19,2020-10-09,25-077,LAL,HOME,MIA,L (-3),0,22:09,3,10,.300,0,4,.000,1,2,.500,1,0,1,0,0,1,0,3,7,1.0,-17,Kyle Kuzma
21,2020-10-11,25-079,LAL,AWAY,MIA,W (+13),0,21:56,1,4,.250,0,2,.000,0,0,,0,1,1,0,0,0,1,3,2,-2.3,+2,Kyle Kuzma
0,2020-08-18,32-212,LAL,HOME,POR,L (-7),1,12:40,3,5,.600,0,0,,0,0,,4,4,8,0,0,1,0,0,6,8.4,-9,JaVale McGee
1,2020-08-20,32-214,LAL,HOME,POR,W (+23),1,12:43,5,6,.833,0,0,,0,0,,5,3,8,3,0,0,0,2,10,13.5,+15,JaVale McGee
2,2020-08-22,32-216,LAL,AWAY,POR,W (+8),1,14:14,2,2,1.000,0,0,,0,0,,1,1,2,0,1,1,0,1,4,5.7,0,JaVale McGee
3,2020-08-24,32-218,LAL,AWAY,POR,W (+20),1,14:04,4,6,.667,0,0,,0,0,,2,6,8,0,0,4,1,4,8,8.8,+14,JaVale McGee
4,2020-08-29,32-223,LAL,HOME,POR,W (+9),1,13:29,1,2,.500,0,0,,0,0,,0,2,2,1,0,0,1,3,2,0.1,+8,JaVale McGee
5,2020-09-04,32-229,LAL,HOME,HOU,L (-15),1,12:39,2,2,1.000,0,0,,0,0,,1,2,3,1,0,1,0,0,4,6.1,+5,JaVale McGee
6,2020-09-06,32-231,LAL,HOME,HOU,W (+8),1,8:01,0,1,.000,0,0,,0,0,,0,2,2,0,0,1,1,1,0,-0.8,-8,JaVale McGee
7,2020-09-08,32-233,LAL,AWAY,HOU,W (+10),1,6:37,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-1.4,+1,JaVale McGee
9,2020-09-12,32-237,LAL,HOME,HOU,W (+23),0,2:43,0,1,.000,0,1,.000,0,0,,0,3,3,0,0,1,0,0,0,0.9,+1,JaVale McGee
10,2020-09-18,32-243,LAL,HOME,DEN,W (+12),1,10:42,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,1,2,4,0,-3.6,-11,JaVale McGee
11,2020-09-20,32-245,LAL,HOME,DEN,W (+2),1,11:45,1,3,.333,0,0,,1,1,1.000,3,2,5,2,0,0,2,2,3,2.6,-2,JaVale McGee
12,2020-09-22,32-247,LAL,AWAY,DEN,L (-8),1,8:05,2,2,1.000,0,0,,0,1,.000,0,1,1,0,1,0,0,2,4,3.5,+2,JaVale McGee
13,2020-09-24,32-249,LAL,AWAY,DEN,W (+6),0,5:12,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,+3,JaVale McGee
14,2020-09-26,32-251,LAL,HOME,DEN,W (+10),0,2:15,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,1,2,0,-2.2,-2,JaVale McGee
0,2020-08-18,30-351,LAL,HOME,POR,L (-7),0,18:53,2,2,1.000,1,1,1.000,0,1,.000,0,3,3,0,0,0,0,4,5,3.3,+12,Markieff Morris
1,2020-08-20,30-353,LAL,HOME,POR,W (+23),0,18:46,1,5,.200,0,4,.000,0,0,,2,4,6,2,0,1,0,2,2,2.8,+3,Markieff Morris
2,2020-08-22,30-355,LAL,AWAY,POR,W (+8),0,15:17,1,2,.500,0,1,.000,0,0,,0,3,3,0,0,1,0,1,2,2.2,+1,Markieff Morris
3,2020-08-24,30-357,LAL,AWAY,POR,W (+20),0,18:27,2,5,.400,1,4,.250,0,0,,0,1,1,2,1,0,1,5,5,2.0,-6,Markieff Morris
4,2020-08-29,30-362,LAL,HOME,POR,W (+9),0,16:23,1,3,.333,1,2,.500,2,2,1.000,0,6,6,1,0,0,1,3,5,3.6,-11,Markieff Morris
5,2020-09-04,31-002,LAL,HOME,HOU,L (-15),0,9:10,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-10,Markieff Morris
6,2020-09-06,31-004,LAL,HOME,HOU,W (+8),0,22:44,6,8,.750,4,5,.800,0,0,,1,4,5,0,0,0,0,1,16,14.3,+15,Markieff Morris
7,2020-09-08,31-006,LAL,AWAY,HOU,W (+10),0,23:21,1,6,.167,0,4,.000,0,0,,1,3,4,2,1,0,1,0,2,1.2,+10,Markieff Morris
8,2020-09-10,31-008,LAL,AWAY,HOU,W (+10),1,22:41,4,10,.400,1,4,.250,0,0,,2,2,4,0,0,0,1,4,9,3.0,+13,Markieff Morris
9,2020-09-12,31-010,LAL,HOME,HOU,W (+23),1,24:21,6,7,.857,4,4,1.000,0,0,,0,3,3,3,0,0,2,5,16,12.5,+17,Markieff Morris
10,2020-09-18,31-016,LAL,HOME,DEN,W (+12),0,16:09,3,4,.750,3,4,.750,0,0,,0,1,1,1,2,0,0,3,9,9.2,+13,Markieff Morris
11,2020-09-20,31-018,LAL,HOME,DEN,W (+2),0,9:13,0,0,,0,0,,0,0,,1,0,1,1,0,0,1,2,0,-0.4,-8,Markieff Morris
12,2020-09-22,31-020,LAL,AWAY,DEN,L (-8),0,10:35,1,2,.500,1,1,1.000,0,0,,0,0,0,1,0,0,0,2,3,1.9,-13,Markieff Morris
13,2020-09-24,31-022,LAL,AWAY,DEN,W (+6),0,17:28,1,2,.500,0,1,.000,0,0,,0,4,4,0,2,0,2,6,2,-0.2,+5,Markieff Morris
14,2020-09-26,31-024,LAL,HOME,DEN,W (+10),0,14:13,1,3,.333,1,3,.333,0,0,,0,3,3,0,0,1,2,1,3,0.5,+6,Markieff Morris
15,2020-09-30,31-028,LAL,HOME,MIA,W (+18),0,17:37,3,6,.500,2,3,.667,0,0,,0,3,3,1,0,0,2,3,8,3.4,-1,Markieff Morris
16,2020-10-02,31-030,LAL,HOME,MIA,W (+10),0,15:54,2,5,.400,2,5,.400,0,0,,1,4,5,2,0,0,0,3,6,5.4,+3,Markieff Morris
17,2020-10-04,31-032,LAL,AWAY,MIA,L (-11),0,25:01,6,13,.462,5,11,.455,2,3,.667,1,5,6,2,0,0,1,1,19,14.1,+10,Markieff Morris
18,2020-10-06,31-034,LAL,AWAY,MIA,W (+6),0,30:02,2,8,.250,2,7,.286,3,3,1.000,1,2,3,2,0,0,0,2,9,6.1,0,Markieff Morris
19,2020-10-09,31-037,LAL,HOME,MIA,L (-3),0,22:34,0,2,.000,0,2,.000,0,0,,1,0,1,0,0,0,3,4,0,-5.3,-2,Markieff Morris
21,2020-10-11,31-039,LAL,AWAY,MIA,W (+13),0,16:38,1,4,.250,1,2,.500,0,0,,1,1,2,0,0,0,0,2,3,0.8,+1,Markieff Morris
5,2020-09-04,34-195,LAL,HOME,HOU,L (-15),0,24:32,3,9,.333,2,5,.400,0,0,,0,3,3,4,2,1,4,1,8,4.9,-10,Rajon Rondo
6,2020-09-06,34-197,LAL,HOME,HOU,W (+8),0,28:56,4,9,.444,1,5,.200,1,2,.500,0,3,3,9,5,0,1,2,10,15.3,+28,Rajon Rondo
7,2020-09-08,34-199,LAL,AWAY,HOU,W (+10),0,30:07,8,11,.727,3,5,.600,2,2,1.000,0,2,2,9,1,0,3,1,21,21.0,+7,Rajon Rondo
8,2020-09-10,34-201,LAL,AWAY,HOU,W (+10),0,28:32,5,8,.625,1,2,.500,0,0,,3,7,10,8,1,0,3,4,11,13.6,-4,Rajon Rondo
9,2020-09-12,34-203,LAL,HOME,HOU,W (+23),0,20:39,1,4,.250,1,1,1.000,0,0,,1,4,5,5,1,1,2,4,3,4.1,+6,Rajon Rondo
10,2020-09-18,34-209,LAL,HOME,DEN,W (+12),0,21:50,3,7,.429,1,1,1.000,0,0,,0,1,1,9,2,0,0,1,7,11.5,+13,Rajon Rondo
11,2020-09-20,34-211,LAL,HOME,DEN,W (+2),0,21:06,1,3,.333,1,2,.500,0,0,,1,3,4,9,1,0,5,3,3,4.0,+6,Rajon Rondo
12,2020-09-22,34-213,LAL,AWAY,DEN,L (-8),0,29:36,4,10,.400,0,3,.000,1,3,.333,0,2,2,8,3,0,4,4,9,6.4,-13,Rajon Rondo
13,2020-09-24,34-215,LAL,AWAY,DEN,W (+6),0,21:34,4,6,.667,1,1,1.000,2,4,.500,2,3,5,7,0,0,1,3,11,12.6,-9,Rajon Rondo
14,2020-09-26,34-217,LAL,HOME,DEN,W (+10),0,12:49,3,5,.600,2,4,.500,0,0,,0,3,3,4,0,0,1,2,8,7.6,-4,Rajon Rondo
15,2020-09-30,34-221,LAL,HOME,MIA,W (+18),0,24:51,2,7,.286,1,5,.200,2,2,1.000,1,2,3,4,0,0,1,1,7,5.6,+11,Rajon Rondo
16,2020-10-02,34-223,LAL,HOME,MIA,W (+10),0,26:00,5,9,.556,3,4,.750,3,4,.750,0,4,4,10,0,0,1,3,16,17.3,+7,Rajon Rondo
17,2020-10-04,34-225,LAL,AWAY,MIA,L (-11),0,27:58,2,8,.250,0,3,.000,0,0,,2,6,8,5,2,0,2,3,4,4.7,+6,Rajon Rondo
18,2020-10-06,34-227,LAL,AWAY,MIA,W (+6),0,28:14,1,7,.143,0,2,.000,0,0,,2,5,7,5,1,0,1,2,2,3.1,+8,Rajon Rondo
19,2020-10-09,34-230,LAL,HOME,MIA,L (-3),0,18:14,1,7,.143,0,3,.000,2,2,1.000,1,4,5,5,2,0,1,1,4,5.5,-13,Rajon Rondo
21,2020-10-11,34-232,LAL,AWAY,MIA,W (+13),0,30:25,8,11,.727,3,4,.750,0,0,,0,4,4,4,1,0,4,1,19,15.1,+5,Rajon Rondo
1,2020-08-20,34-346,LAL,HOME,POR,W (+23),0,21:38,4,12,.333,3,9,.333,0,0,,0,0,0,2,0,0,4,3,11,0.4,-7,J.R. Smith
2,2020-08-22,34-348,LAL,AWAY,POR,W (+8),0,8:42,0,3,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,2,0,-2.9,-4,J.R. Smith
